#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
6000,18.00000000000057,-357247.5223683831,66208.83273997833,302.29641782200054,252.6664962957881,1.04174531899811
6100,18.30000000000058,-356411.3817433831,65329.318468198995,298.28072984232597,253.14855534363608,1.0397615717241249
6200,18.60000000000059,-356472.2333058831,66427.15240871726,303.29322219188055,253.14855534363608,1.0397615717241249
6300,18.900000000000603,-356105.8583058831,65660.7333426245,299.79390452319086,253.00486501380823,1.0403520887609223
6400,19.200000000000614,-356120.6395558831,65593.48003295774,299.48683923057683,253.56027501612616,1.0380732540499513
6500,19.500000000000625,-355856.0692433831,65493.628455784696,299.03093670452216,253.79176743715496,1.0371263908273496
6600,19.800000000000637,-355777.4286183831,65714.14573831696,300.03777494375146,253.40485698469493,1.038709924173585
6700,20.100000000000648,-355987.8348683831,65324.86271649762,298.26038576250625,253.55935477127795,1.0380770215369168
6800,20.40000000000066,-356482.8895558831,65442.40492235334,298.79706019554794,253.67279138224094,1.03761281747861
6900,20.70000000000067,-356682.9129933831,65659.40673248237,299.78784748401324,253.67279138224094,1.03761281747861
7000,21.000000000000682,-356672.8739308831,65822.81539432635,300.5339390713777,253.9444465006544,1.03650283914798
7100,21.300000000000693,-356420.9989308831,65483.54658561351,298.98490488200594,252.98452848576792,1.0404357189716373
7200,21.600000000000705,-356902.2567433831,66247.62944098195,302.47355587520815,253.15221614766412,1.0397465358559506
7300,21.900000000000716,-356155.2879933831,65898.55328063067,300.8797432605729,252.5062659925251,1.042406368607037
7400,22.200000000000728,-356604.4598683831,65715.89603696979,300.04576646075867,252.42382808090463,1.0427468032036484
7500,22.50000000000074,-355855.4364308831,65682.33870519337,299.8925503298005,251.12826112256047,1.0481263184287004
7600,22.80000000000075,-355685.3583058831,65728.55406538607,300.1035605116213,251.12826112256047,1.0481263184287004
7700,23.10000000000076,-356884.0848683831,66318.66207830241,302.797876829404,251.12826112256047,1.0481263184287004
7800,23.400000000000773,-357176.2098683831,65929.26581591007,301.0199706141294,251.90092358542992,1.0449113724449048
7900,23.700000000000784,-355736.8661183831,64936.942059777095,296.4892168704897,252.49131883220835,1.0424680777191713
8000,24.000000000000796,-356416.0770558831,66189.07681613485,302.2062161863351,252.85726076298315,1.0409593894577365
8100,24.300000000000807,-355587.5614308831,65735.03715491388,300.13316101444804,252.7515199683337,1.0413948838636766
8200,24.60000000000082,-356595.2567433831,66190.95702286682,302.2148008379037,252.4114784812219,1.0427978211116593
8300,24.90000000000083,-356312.3895558831,66029.30465975462,301.4767281627186,252.4396006866437,1.0426816516419763
8400,25.20000000000084,-356787.9442433831,66234.12712797555,302.4119069881151,252.44596974618565,1.0426553454128482
8500,25.500000000000853,-356675.9911183831,65736.44349876756,300.1395821019616,252.634052010065,1.0418791041411317
8600,25.800000000000864,-356791.0770558831,65202.562964537414,297.7019893161698,252.16576110273434,1.0438139525078312
8700,26.100000000000875,-357198.7254933831,65659.91014074307,299.79014594643303,251.81846843497007,1.0452535170261483
8800,26.400000000000887,-357197.8192433831,65885.426771336,300.81981021880085,252.72519143029825,1.0415033748481113
8900,26.700000000000898,-357082.6004933831,65907.14651289867,300.91897825724374,252.51598924278147,1.0423662302458139
9000,27.00000000000091,-356996.3583058831,65192.9820408863,297.65824471625314,252.8760828306459,1.040881908788773
9100,27.30000000000092,-356744.4598683831,65504.05006496527,299.078519708071,252.970559627844,1.0404931711066157
9200,27.600000000000932,-356311.1942433831,64747.875540985464,295.625976589767,252.970559627844,1.0404931711066157
9300,27.900000000000944,-356788.9051808831,65208.15348494341,297.7275145251571,253.63174319393198,1.0377807464838176
9400,28.200000000000955,-357279.4129933831,65907.7760065138,300.92185240042096,254.13124022232017,1.0357409799500625
9500,28.500000000000966,-356303.6004933831,65263.4644216459,297.98005330796883,253.8790376565876,1.036769881489114
9600,28.800000000000978,-356195.9442433831,65872.25779168862,300.75968326580943,253.62961381287562,1.0377894593096937
9700,29.10000000000099,-355274.8895558831,64819.18714418239,295.9515712469064,253.62961381287562,1.0377894593096937
9800,29.400000000001,-356093.5301808831,65897.53973457869,300.87511561002947,253.62961381287562,1.0377894593096937
9900,29.700000000001012,-356051.8270558831,65973.10113271198,301.22011398918863,253.43460736010576,1.0385879912990301
10000,30.000000000001023,-356490.0536183831,65975.46322196216,301.2308988209,252.7060403728256,1.0415823040694323
10100,30.300000000001035,-356506.2176808831,66193.28983235976,302.22545198404225,252.93832854669657,1.0406257576545856
10200,30.600000000001046,-355830.8348683831,65599.4860813095,299.51426165787035,253.36073587821318,1.0388908086780813
10300,30.900000000001057,-356644.7254933831,65905.72045338713,300.912467151941,252.74601329034994,1.0414175731484836
10400,31.20000000000107,-356335.4833058831,65859.72430486215,300.7024578471807,252.74601329034994,1.0414175731484836
10500,31.50000000000108,-356179.5848683831,66211.74537431542,302.3097163335449,252.74601329034994,1.0414175731484836
10600,31.80000000000109,-356100.6629933831,65910.36059659848,300.933653126877,252.74601329034994,1.0414175731484836
10700,32.1000000000011,-356153.4598683831,66108.95069180033,301.84037617137193,252.8637533470424,1.0409326615608006
10800,32.400000000001114,-355400.0067433831,65781.51159793307,300.34535411714404,252.86330611480224,1.040934502629215
10900,32.700000000001125,-356137.0770558831,66242.51018094964,302.45018234775534,252.82232174293176,1.0411032458258382
11000,33.00000000000114,-356004.1786183831,66014.69397392613,301.41001866483,252.24513994880982,1.0434854754276213
11100,33.30000000000115,-355999.6864308831,65991.93303092875,301.30609670684316,252.47475482543638,1.0425364704909987
11200,33.60000000000116,-356384.9208058831,66722.89120026607,304.64350694387605,252.65862016826784,1.041777793326398
11300,33.90000000000117,-355883.0614308831,66091.59531540773,301.76113495994565,252.50547798779525,1.0424096216895262
11400,34.20000000000118,-356186.8036183831,65731.21096106886,300.1156913711184,253.18967494323613,1.0395927078890634
11500,34.500000000001194,-356040.9286183831,65671.90069789917,299.84489245571245,253.18967494323613,1.0395927078890634
11600,34.800000000001205,-356285.6317433831,65769.27906368964,300.2895027884067,253.90972413887457,1.0366445817562588
11700,35.10000000000122,-356346.5770558831,66084.62189177645,301.7292956887117,253.90972413887457,1.0366445817562588
11800,35.40000000000123,-356276.4598683831,65964.06041352882,301.17883585588675,253.63315204537014,1.0377749819420556
11900,35.70000000000124,-356125.9989308831,65676.50896482659,299.86593288984903,253.63315204537014,1.0377749819420556
12000,36.00000000000125,-356826.6317433831,66695.76889118738,304.519671852118,253.56721091768958,1.0380448593143716
12100,36.30000000000126,-356695.8348683831,65727.85538304134,300.1003704664073,252.39607305210004,1.0428614700731
12200,36.60000000000127,-356037.7645558831,65770.50588291482,300.29510420202087,251.5271767548931,1.0464640170484885
12300,36.900000000001285,-356301.0458058831,65657.33740958179,299.77839936547264,252.5095604581326,1.0423927684410703
12400,37.200000000001296,-356169.9676808831,65686.88196290508,299.913293944733,252.61139708551298,1.041972542888429
12500,37.50000000000131,-356319.2958058831,65617.25974908355,299.59541270490297,252.08864104474375,1.0441332806307295
12600,37.80000000000132,-356052.8426808831,65483.8487097295,298.9862843208847,252.08864104474375,1.0441332806307295
12700,38.10000000000133,-356169.3895558831,65738.88284710654,300.1507196833715,252.52715541472426,1.0423201392005355
12800,38.40000000000134,-356431.6395558831,66406.4524332222,303.19871020334074,252.52715541472426,1.0423201392005355
12900,38.70000000000135,-356241.5067433831,66103.84217870282,301.817051712295,252.36919039004718,1.0429725568996047
13000,39.000000000001364,-356058.3504933831,65533.558769355295,299.21325060820186,251.70723600004408,1.0457154270437603
13100,39.300000000001376,-356425.5301808831,65894.41687691514,300.8608572604107,251.6778663631266,1.0458374571724127
13200,39.60000000000139,-357145.7254933831,66630.60155104718,304.2221306832419,251.76765993728407,1.0454644565920734
13300,39.9000000000014,-356212.7098683831,66199.01426944719,302.25158863007516,251.8248505480468,1.0452270266852428
13400,40.20000000000141,-356339.9676808831,65793.82520911959,300.4015756271464,251.8248505480468,1.0452270266852428
13500,40.50000000000142,-356214.3504933831,65852.76579295972,300.6706866599475,252.50404407813753,1.0424155412827323
13600,40.80000000000143,-356502.8426808831,65874.45973240485,300.7697368910317,252.80264210214418,1.0411842914103713
13700,41.100000000001444,-357576.2723683831,66163.9404108728,302.09144833810126,252.80264210214418,1.0411842914103713
13800,41.400000000001455,-357262.1942433831,65528.1334090023,299.18847948730706,252.4032711091499,1.0428317296647305
13900,41.70000000000147,-357578.7879933831,65365.238926943275,298.4447355430089,252.61084426514572,1.0419748231691726
14000,42.00000000000148,-357298.9442433831,65236.62162569183,297.857494417781,252.04970918837157,1.0442945585272436
14100,42.30000000000149,-357887.1551808831,65666.50244827563,299.8202451170391,252.04970918837157,1.0442945585272436
14200,42.6000000000015,-358018.0067433831,65139.33608633053,297.41330791217837,251.8451831619817,1.045142640725023
14300,42.90000000000151,-356479.8973683831,64789.257077228685,295.8149164887594,251.8451831619817,1.045142640725023
14400,43.20000000000152,-356724.8583058831,65843.48159485092,300.62829685009143,251.8451831619817,1.045142640725023
14500,43.500000000001535,-357332.0926808831,66607.29075885518,304.11569822272855,251.8415683622492,1.0451576421458078
14600,43.800000000001546,-357189.6708058831,65891.84526265349,300.84911577899277,251.8415683622492,1.0451576421458078
14700,44.10000000000156,-357011.8036183831,65525.8429345011,299.17802163435647,252.292136314938,1.0432910974887406
14800,44.40000000000157,-357219.1629933831,65625.52508097992,299.63315057341663,252.3112991702277,1.0432118603067677
14900,44.70000000000158,-356747.9754933831,65439.63633426023,298.78441937062564,251.87512972324168,1.045018379039678
15000,45.00000000000159,-357034.4364308831,65446.267006572336,298.8146937072172,251.96797478133695,1.0446333110873052
15100,45.3000000000016,-356866.3036183831,64952.60657494608,296.5607379444392,251.96797478133695,1.0446333110873052
15200,45.600000000001614,-356956.5848683831,65300.10457828501,298.14734500670545,251.59872372945048,1.0461664347186057
15300,45.900000000001626,-357053.3426808831,65675.61853832414,299.8618673787853,251.51789328014627,1.0465026418244399
15400,46.20000000000164,-356737.3661183831,65477.455008922494,298.95709194925394,251.52252823405846,1.0464833573032963
15500,46.50000000000165,-357297.9754933831,65624.11084034166,299.6266934307486,251.5021878713807,1.046567992157585
15600,46.80000000000166,-358023.4989308831,65685.35999007875,299.9063449182304,251.5021878713807,1.046567992157585
15700,47.10000000000167,-356979.4051808831,65209.40838973771,297.7332441719176,251.5021878713807,1.046567992157585
15800,47.40000000000168,-357069.2176808831,65597.95274754774,299.50726075958653,250.27888456428596,1.0516833661058698
15900,47.700000000001694,-356622.0692433831,65502.04574379133,299.0693683745408,250.5218677700305,1.0506633298192203
16000,48.000000000001705,-356141.9129933831,65375.45166918286,298.4913649014706,250.80021382290388,1.0494972702441654
16100,48.30000000000172,-355890.4364308831,65713.56892233409,300.0351413162104,250.4260388973633,1.0510653801926266
16200,48.60000000000173,-356501.3583058831,66385.69380556198,303.10393042063055,250.4260388973633,1.0510653801926266
16300,48.90000000000174,-356199.8817433831,65988.39671007916,301.28995056620215,250.4260388973633,1.0510653801926266
16400,49.20000000000175,-356235.2567433831,65984.64436211763,301.2728180885515,250.2032109888957,1.0520014461184208
16500,49.50000000000176,-356605.4833058831,66044.139964703,301.54446322702347,250.0705192497898,1.0525596562658868
16600,49.80000000000177,-356736.3739308831,65859.39220371773,300.700941539127,250.3404236399251,1.0514248396510757
16700,50.100000000001785,-356671.5379933831,65717.73118119314,300.0541453658375,250.80424805501687,1.0494803888889932
16800,50.400000000001796,-357249.9208058831,66253.86041924122,302.5020052879126,250.80424805501687,1.0494803888889932
16900,50.70000000000181,-356923.2254933831,66259.39643569398,302.5272816426438,250.80424805501687,1.0494803888889932
17000,51.00000000000182,-356500.2723683831,65878.09329730974,300.78632702877036,250.4238634281282,1.0510745109534387
17100,51.30000000000183,-356391.8426808831,65723.86486103143,300.0821505332214,250.7624115384301,1.0496554813337815
17200,51.60000000000184,-356065.2958058831,66128.68435347878,301.9304761624008,250.7624115384301,1.0496554813337815
17300,51.90000000000185,-356346.5770558831,66135.35601651669,301.96093765452827,251.66575163750346,1.0458878018607844
17400,52.200000000001864,-356158.4129933831,66048.3539261066,301.5637033402294,251.66575163750346,1.0458878018607844
17500,52.500000000001876,-355681.8114308831,65763.68858989907,300.26397779225624,251.96396760738315,1.0446499246826346
17600,52.80000000000189,-356029.3270558831,65806.20780143584,300.4581120913257,252.8806341509912,1.0408631751003499
17700,53.1000000000019,-355887.7879933831,66315.88868246973,302.785214053295,253.0986378617786,1.0399666391232665
17800,53.40000000000191,-356651.4364308831,66847.96578682854,305.21457273545843,253.5703581426823,1.0380319754712095
17900,53.70000000000192,-355336.3270558831,65427.56902295444,298.72932241709975,254.4561044532146,1.03441864894299
18000,54.00000000000193,-355897.2333058831,65895.33624016895,300.8650548909503,253.70602579940373,1.0374768945846977
18100,54.300000000001944,-355852.4989308831,65600.79681012483,299.5202461860551,252.92132680093346,1.0406957100575325
18200,54.600000000001955,-356276.8348683831,66281.38996634097,302.62769974782253,252.65291558893819,1.0418013153350478
18300,54.90000000000197,-355610.6786183831,65526.85907378953,299.182661125104,252.23166925127194,1.0435412038667438
18400,55.20000000000198,-356247.6161183831,66411.76273461641,303.22295598781676,252.56735309875904,1.0421542473894814
18500,55.50000000000199,-356021.7489308831,66045.47269157285,301.5505481939685,252.699636021375,1.0416087016505484
18600,55.800000000002,-356534.7958058831,65933.94185709706,301.04132049211273,253.31264550518566,1.0390880378626906
18700,56.10000000000201,-356351.9208058831,65565.26652086244,299.35802192195456,252.82396111346677,1.041096495065437
18800,56.400000000002024,-356514.5926808831,65630.76907183579,299.65709359710723,252.82396111346677,1.041096495065437
18900,56.700000000002035,-356886.5926808831,65996.39457290503,301.3264672239113,252.2949336406258,1.0432795299754944
19000,57.000000000002046,-356429.9208058831,65642.71065715089,299.7116165106594,252.70827757909075,1.041573083024207
19100,57.30000000000206,-356744.2098683831,65769.29680982296,300.2895838137369,252.78710557888002,1.041248283535004
19200,57.60000000000207,-356210.0458058831,65948.88597387145,301.1095523696653,252.75622089629832,1.0413755153103947
19300,57.90000000000208,-355974.6629933831,65773.4661432223,300.30862016431377,252.46340394885112,1.0425833434342728
19400,58.20000000000209,-356157.4676808831,66280.44502746931,302.62338534407695,252.18609878873428,1.0437297735601794
19500,58.5000000000021,-355799.5379933831,65987.60432740266,301.28633270383034,253.3517059644462,1.0389278366285342
19600,58.800000000002115,-356418.0067433831,65659.44886047626,299.78803983209,252.9980747250297,1.0403800110726702
19700,59.100000000002126,-356229.7333058831,65477.64382751391,298.9579540575474,252.5264245038333,1.0423231560853747
19800,59.40000000000214,-356338.4833058831,65358.16793825256,298.412450809036,252.28402972003636,1.0433246213638
19900,59.70000000000215,-356611.3348683831,65411.84885534161,298.6575472451135,252.69053507410544,1.0416462164148688
20000,60.00000000000216,-356924.5848683831,65567.03597466485,299.36610089758113,252.69053507410544,1.0416462164148688
